// cobalt 2021/2022
// delegatee, delegator, shares
oasis1qp0xuvw2a93w4yp8jwthfz93gxy87u7hes9eu2ev,oasis1qzm0yv3acym9yst7c99f52q607lfl63l9u7qf58c,77784
oasis1qp0xuvw2a93w4yp8jwthfz93gxy87u7hes9eu2ev,oasis1qzncl4893s69jpwfhpe7vw8gl7hezp0j4g0j5nd0,156650773571
oasis1qp0xuvw2a93w4yp8jwthfz93gxy87u7hes9eu2ev,oasis1qzqd74hcpzr36pa8gp6f9sxqmnwwsa3nhcge7j92,11600745435280
oasis1qp0xuvw2a93w4yp8jwthfz93gxy87u7hes9eu2ev,oasis1qzv3e6kf3dpe87khd0ymennwgx0v2drt0y60l0qm,152111256028656
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,14821842995865
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qp6el6rw9pglyjgv46ku7myzunfum9kcssydmqm0,332108889425
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qp9w0grvuj05xphxh5mq3semavjlas03cyrgt2jd,918643733420
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qprh56vcre8tr9k7n66dhc842pcmx8scusw7e2q7,146294116900824
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qptjf9vql6zfxqq846l0y43jeas85eahqufs2zny,922984782041
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qpyy8a87e3umtsq9y7ppehsgajat7vjn5ycqa6tc,378882342569
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qqcqy5drfs8knc2t5xvluplck8qdkuzcquhn35xf,455895097671
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qqjak3gnnnxkc8rm9e6vu3rwt3hm3shq0y47c6zr,4608591787939757
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qqmgrnkzdlltqxxjvnj6qzvkn4rf707xl562wrlp,1394582277893
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qr2hm39er5q3f20p5xgxucxfrf7wnms73saclaup,31669
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qrd5psc65mlpd7k3jyhwn0f873kfs79xrcjpc4ru,97793952165
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qrg27c643s4rlknx0an5hwcvn5a3lv2me5pwawwe,94056524312
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qrxldjwkd57pzkg3tw6falf59tvwg0mc45q8fq50,4588110484582
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qz9p9jucevelaze84urtca5rw447hlnf0y2xq9f9,2373266367691
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qzprr3mnnyp4p0mpvkr97kmjv6vwuet6ygg84vvq,105987973260
oasis1qp334gzlzrap6k2ch6wc9vxxplw9sg3v9cfvvgsy,oasis1qzt7n7pk8vuztlpgp2hsdfu9jds3a0228c47yy09,292320149689248
oasis1qp3a3ks7r99y3u7702ler3euxdp33d3h9s5lhp34,oasis1qp3a3ks7r99y3u7702ler3euxdp33d3h9s5lhp34,200000000000
oasis1qp3fd5rplv5uh6nc9vn85ejeaszewjv2xgvfts07,oasis1qp3fd5rplv5uh6nc9vn85ejeaszewjv2xgvfts07,321247363415
oasis1qp3fd5rplv5uh6nc9vn85ejeaszewjv2xgvfts07,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,100000000000000
oasis1qp3fd5rplv5uh6nc9vn85ejeaszewjv2xgvfts07,oasis1qrshz30rut3gnj6ph536kmdl8es0jca8ec3ukhat,115728693028
oasis1qp3fd5rplv5uh6nc9vn85ejeaszewjv2xgvfts07,oasis1qz7ntx7hxzwu92qu43gh09xp3mcgjgdpju0uvs83,9408836
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,593032806894505
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,780000000000000
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qpdp6gf2mfuh4d6alywrx3szzwdpmwr7nq42u4uj,4256793606558
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qpusznzmvqnzj78l8w8jemcrywyvtw0vm5ztjm5q,174740374302
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qq0xrer7x4c0nf2ra9dhmgkte442whtfrsmthue8,4631130
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qqn6qy46f3tkhgxryffdc5wt4j8k525hsvrj2ecf,125813139913
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qqrgdq070g3yapf7fsev69syl6themlftqgjngyg,2256297006751
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qr8fw8dxtucu9kfxv54c0x3uludyxxmwxq74x3k3,550408548187
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qr8tc4aqlh6pdfnxwg63scprwfvk9y2ecyl6vyqh,4508812603530
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,845000000000000
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qrhxy6ukc044vefr9w6ksjxtjqdun39zlu923r4t,4886798004093
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qrs6dszxmtc9d8j5uwx0tr4pph30c4hvc52slg6t,2273151247029
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qrsh0fh5lajgmk0ph5svf0dd7smd7wv08slqgh0a,5204116767933
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qrvj34jv82at566j60va6jejkyee9altxvw6x99s,5039427406172
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qrxwnrl00t075ra8ae0dctv52th7er9m45ath3qx,86805199585
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qzd6fnu80r4lltgzx2j9n58seduxa0r34gpns59f,7628272512378
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qzglmx58qdj5256efym2ghxxj3er24n88yzlxu37,472424166890
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qzk2dwx7wzyypuh5mhmmyjyq9jwkp8vtcswymjjv,5007259089309
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qzx0lmuv0j4gnl7r7p09rs32hrq3x0a8zugxdwqs,1364907807497
oasis1qp3rhyfjagkj65cnn6lt8ej305gh3kamsvzspluq,oasis1qzxecqt0y78qcnc8cxdjsnz74vjzsevvqgx3lapv,910144985003
oasis1qp4ajz4vdgx3ze42ulk7m0jkxfstqcl87qymg9nx,oasis1qp4ajz4vdgx3ze42ulk7m0jkxfstqcl87qymg9nx,4854566456218
oasis1qp4ajz4vdgx3ze42ulk7m0jkxfstqcl87qymg9nx,oasis1qqjak3gnnnxkc8rm9e6vu3rwt3hm3shq0y47c6zr,475954895527386
oasis1qp4ajz4vdgx3ze42ulk7m0jkxfstqcl87qymg9nx,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,747457704813874
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qp493pwa94njz496zcwf7qaa0el6c5wynv5cz923,170991040150
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,43803102986549
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,4080000000000000
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qpkt9hhqjdq6muq5fmj5s57ah20pgaeskqtnhlx6,1331137700103
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qplms3tvwn5q92uj5mkju8kpt3hg82ad0vcy8gcf,8751240919241
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qprtzrg97jk0wxnqkhxwyzy5qys47r7alvfl3fcg,25945945708237508
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qq6nq2vsgtg7ksu833tlnxl7d28ptyrgcqyqrm8m,117565189
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qqjak3gnnnxkc8rm9e6vu3rwt3hm3shq0y47c6zr,4746091784366671
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,4420000000000000
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qrhmus7de5hlkx3l7x386rctudznyx69dsftgh7j,173504236776
oasis1qp4f47plgld98n5g2ltalalnndnzz96euv9n89lz,oasis1qrwadsddthyxt39z3fjuzvtkvhxekjtw0vjp3njp,36377
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,80862698622752
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qp4s70ayvjtz4hr3qtxtwezet62wjt9yuymdmgsy,255389777362
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qp5kwaa3assru3d8wxz0qa8l2zwnznfqsyjufqn7,86211227501
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qp7hpak0wuymn3pqtwf2cpaxsm25v6ydhuzkxupe,11400000000000000
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpdks9ccwxa27hyccd78d58vhpl9wyddmy4xvhvk,6081081000000000
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpdx7mn9t4s4glwmrznqxsl6nm9n8re3gv3q4t74,99465142239
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpeudj3jcjsckupjjhs0dh6n4f7436fqe5l8yl56,85899329702
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpjyxfvmc93nx3m360ynt3e96gv6tncj25aldt3k,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpnpv0uy807hzvzgkzghe8fmrgynfp2xm5rqz73s,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qppjdahxcgk6dcx85smx2qswxv9rmq6sa54fjd8l,421078844165
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpumkmsy35qejqagrfh9jrf96c5vpuq9jgdp72eq,1512443
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpuwhgjhxneln9uhw60qyvtkfw9pm7s0kvk68yj9,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qpwk98dwymjqrwzqqvvq5lmss0ksju5x6uyvvqlz,6640401132176
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qq9dh4l66xammmkgn6aypdd4f7h8nk94lcquq48g,21321041539042
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qqedxp7ujuy7g3q5q5m2sqzkd2d3zrv5wc8dhp3v,85815474743
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qqs6ylpfurhf6gc9mw232fkmrt3d0673lyzc5xf2,27027027000000000
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qqvmvwgtmxykg85lgl69prt3wzdj7h8dcq4tjc4q,101594040655
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qqx9z9j37qnm085jlxp7a5p3w85fkr9ytqrzr89x,87184421044
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qr0eevymuralz8wsvpcgg6s3rmz0k0tszslhepes,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qr62xwyefvyy2upfulrfs25kjx6x4eeg4scthxx0,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qr6mywqtkztxg3rlyukln2a7q8zlkx7kucpew47z,586299487675
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qr6svmvec6jsrzywh2cwmdmdwulkwxw2pv36q42m,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qr9qgkgdg6l05ggzue04n5t3mlh05aycuq8nt0l7,40139
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qra2ddsy26etz9atyf0dmuntrk5hhjahv5f4tc9j,848557546661
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qrad7s7nqm4gvyzr8yt2rdk0ref489rn3vn400d6,12350000000000000
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qrlf4fgcpgas4v46krv2v0ecppv3fv28syj2tfhv,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qrsltdvjx79wp4smk4ackkwd3chv8e3zug0n4akp,422685207398
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qz9whemxjec95jjrdmvyuln0qfqsutrk4yrsyjkl,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qzdgud8t608mhkzlzm9kft7fm4wvm8ef4sjep0js,2200502111690
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qzm3epsxpphp5mut4dnelkd0mn75ve2wus8fvcup,93582261961
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qzvact7d33kxhtq57p009uuf8rmjrmqyp57ejgf6,86673629490
oasis1qp4rp7adhegfktyg4aq3w6jelqumx6klfv5t7kvv,oasis1qzyyf3fltym2vcgh6pu009f0jt6hwf5lscvg4ura,85815474743
oasis1qp53ud2pcmm73mlf4qywnrr245222mvlz5a2e5ty,oasis1qp53ud2pcmm73mlf4qywnrr245222mvlz5a2e5ty,2268370881026
oasis1qp53ud2pcmm73mlf4qywnrr245222mvlz5a2e5ty,oasis1qpap27t7n7p9t56vp8079k26ktn9kkcspg5evfxv,2412889714292
oasis1qp53ud2pcmm73mlf4qywnrr245222mvlz5a2e5ty,oasis1qqjak3gnnnxkc8rm9e6vu3rwt3hm3shq0y47c6zr,5357164292599452
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp02n3yn3pfn8ssyjaq6c9j9nrekrmkvhyewqeau,149345655649
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp06mjhl3cqdsdgy3re3zk22py6te7kq25mxxv40,91605791057
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp0al3kgl6pywu2lj4g7lejpkq3z6e5lns23zsjj,566683541250
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp0gu9f85g3ujmzhlndxt098wtkmu7ws4s02xgzp,1784000887091
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp0t2egcwtlnu0eg4k6wp2lpfgrjn770xvk34064,1299091257422
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp0x5s6m22ft629qc6cpfr088uzfgkr4kcaf57tk,5273644837834
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp2as30y25vwakx79xt8qygn48au0432kq8fc5rf,87777970760
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp2kyrfrjvj2cq8dycpkuc0yn8fp30q83s45zqjn,508177551821302
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp2n3c9nyjnyz7g4zu66dwx23qrsj9drxvweg4qp,495231258224
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp2nkuz27ucyzxrpfpckeunenf28kznh5q300djm,1528379187075
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp2qgg3kaqsqyqyu5yllcmwf5gavgeluyvklnw7p,1
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp2rwage4te4jcq8gjq2v7yvayrusraqyg5hl0z8,3756778016384
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp2x9xa6042g8j9lfkpk887dsk2uta4xuv5y6tja,14715090433605
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp38r77eulqh69l4h7k3fne99x884083sv29xckw,107939775744741
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp3xdagzwzmlltyvpp66m4t29hquztmwlyf2xnyl,329531521583
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp3zqfa0t62pxjl2w8kz840zehwjgnfuegl3vswr,2005736946079
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp428zdadmthgcad9hz0z2009czcucsyucl23yyu,6606731172934
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp45xj8d0v6t64jgkd790kpytcrwjvdskvm44u2n,17700278440318
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp47p7afendsmns3y2cy0m4cxs9c7awg6cd6g5wn,79911419721
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp4f4cg5t5wsd5zde5rxg9qhgpt2p3eraq3lapml,123980224615
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp4km000j6gd252fvkqy80ap7hkkpevp8g9xevcm,150371226716912
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp4sv94z0jax3tq4lw7sftltw0fr0dwqvgd93eg9,826059510427771
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp4t9y2wy328ps5ypzfyu0m9jvrtw5j3hup74s9w,334326158921
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp4ywchmgl5ldlmvv8y4de6zp87tn9ua6qpt7umu,4179076986518
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp5e3kjuxkj4k4yl85nt20jeppa4yla6rq9z39fn,969511434089
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp5fwpxayd73wpqandnemy4heweve79jzc96j6ed,2479172889408
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp5l8t5pyj6h40f2mafjmlnn43d6t0y8ks5739h8,1
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp5txpef2vlhfsk4lavvemys2w4ch0wq8vh6xju6,409556731169
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,313122812191157
oasis1qp60saapdcrhe5zp3c3zk52r4dcfkr2uyuc5qjxp,oasis1qp68f4yzya6dxpkhas409zqh2752a0n9jgsthgfh,4239109
